UNITID,F1A01,F1A09,F1B01,F1H02   
240505,30459659,28806892,5447551,28517038
240514,22222379,10833023,3649913,15731449
240596,4373612,1902452,2049519,3131238
240620,26837588,10486709,8989033,11673004
240657,20800752,7563598,2527052,13581357
240666,19466765,10046851,5094507,14757265
240693,29176174,5848354,3247957,10763406
240727,368249815,72041163,49963171,404074912
240736,4970481,3830041,4148879,3081413
240745,16828347,4476387,4106586,8794971
240754,38046442,14909200,9989432,19287832
240790,10543275,3909006,2022224,6921725
241720,,,625668,
241766,1674275,8629308,1749544,1010584
241951,2517955,946871,806140,1885762
242042,,,754070,
242556,,,130000,
242565,,,318577,
242583,,,712605,
243106,5866177,2838549,2114334,
243115,7610610,2878196,2020001,
243133,6495150,3265184,4778505,
243142,6760910,2670470,4428533,
243151,9962730,4760675,2889707,
243160,136008628,36794960,0,92129843
243179,10846467,4778422,2173652,
243188,3233294,1160337,1068182,
243197,43607727,16649130,13632385,
243203,171593550,50046200,10548008,
243212,6593513,2780415,2818938,
243221,58148408,31231895,21321472,
243638,14725989,4630209,1591971,3921757
243647,4622519,1671984,2721883,3139341
243665,25582949,12173781,14219843,33941129
243780,494798773,276420274,606587948,2189202378
243799,,,150292,
244437,14627060,13814692,47276044,1163978
244446,7087346,3926662,4150780,
245625,6548857,1808170,5610190,218550
245999,,,2523423,
246017,,,1683253,
246071,,,85528,
246354,,,8315087,
246813,3250882,2818389,6085070,
247083,650006,688893,0,
247603,7190815,4049038,13787992,1209147
247737,11085313,0,0,
247834,247145662,27497111,26569192,5144949
247940,,,4048488,
248606,,,797235,
248624,,,230057,
248633,,,487839,
248776,2976656,2093945,1766925,
248925,,,2427424,
250993,,,274191,
251260,58491335,7846601,8787277,
260336,,,40210,
260363,,,279297,
260372,1913991,288580,1224562,3052412
260381,37880581,8394136,996774,12471481
261375,,,5241490,
261773,,,196749,
262031,25094007,7049843,13614115,74551
262129,16115754,2848636,2632253,38167178
363165,,,2123678,
363633,3413348,886990,542001,816178
364016,,,10019973,
364025,,,14612839,
364548,,,1806891,
364575,,,205408,
364618,,,201369,
364627,,,479821,
364636,,,240104,
364946,,,414471,
364964,,,53595,
365198,,,9185,
365213,,,995271,
365240,,,368334,
365374,,,886792,
365383,,,976986,
365480,,,937073,
365763,,,439520,
366340,1857731,418403,618676,3519983
366395,70247611,56712152,72644139,
366401,18846063,26491744,5291614,
366447,1878202,876334,2106582,
366465,4321565,1679144,3057455,
366623,,,42585,
366632,,,215402,
366711,46285245,30131072,61560607,18430314
367459,15258205,4027786,11958639,1698660
367875,,,423188,
367972,,,447689,
368364,,,165574,
368407,,,139640,
368647,,,126243,
368911,1966074,1679654,2193183,
369109,,,273473,
369419,,,730964,
369668,,,3001301,
371690,,,3050848,
372082,,,751134,
373711,,,583500,
374112,,,271406,
374592,,,297643,
375373,,,1731444,
375407,,,867060,
375568,,,128007,
375656,,,5266,
375683,,,689083,
375692,,,1244898,
375966,,,188493,
376695,3751928,3701968,472809,60947
377485,,,65430,
379621,,,191167,
380359,1645663,795065,316864,4014587
380368,8529000,2067000,2477000,
380377,3628531,1496645,2231936,
381529,,,1564109,
382258,,,1259320,
382416,,,508577,
383084,,,673511,
383190,7496023,3017718,3870078,
383312,,,630400,
383330,,,643817,
383367,,,1937827,
383525,,,578239,
383996,3510983,614793,769932,
384333,,,7221622,
384342,41446667,36076345,10529999,3021645
389860,,,1418414,
390905,,,2560542,
391333,,,753700,
395195,,,496004,
395362,9207742,5992088,352930,
399212,,,3295149,760371
403469,,,817448,
403478,,,946519,
403487,,,1075590,
404426,18253718,3802325,5720395,364431
404480,15838151,4356810,0,1317754
405872,7706487,3184627,10277646,3924510
406325,,,408201,
406361,,,107221,
406422,,,713153,
407452,,,381198,
407461,,,1368867,
407489,,,1030296,
407504,,,131014,
407513,,,1579704,
407522,,,78199,
407577,,,946280,
407595,,,557412,
407832,,,1981449,
408394,5993663,2398542,2084206,266967
409120,,,956840,
409315,185138377,35718515,21051377,339444
409379,7098525,2649661,0,
409537,,,85461,
409591,,,1076637,
409698,42418479,14610890,23065828,15809298
412535,,,387365,
413176,,,94352,
413626,3503812,1287582,1065001,2517612
413802,,,234691,
414911,4404152,2476240,6977885,192445
416801,,,1241361,1103111
417105,,,942405,
417123,,,694373,
417178,,,339142,
417187,,,147060,
417248,,,132224,
417257,,,232653,
417275,,,60355,
417442,,,937940,
417628,,,239778,
417637,,,598307,
417646,,,78642,
417655,,,242886,
417673,,,157458,
417682,,,80749,
417716,,,850155,
417743,,,263408,
417831,,,579973,
417868,,,270208,
417886,,,587642,
417910,,,2136847,
417947,,,106785,
417983,,,285757,
417992,,,453958,
418001,,,1514694,
418010,,,316516,
418029,,,304533,
418038,,,1006649,
418056,,,756568,
418065,,,2129648,
418083,,,577705,
418199,,,197572,
418205,,,1611066,
418223,,,60038,
418250,,,1286692,
418278,,,394386,
418287,,,1102631,
418296,,,336694,
418302,,,541743,
418320,,,639935,
418339,,,773379,
418348,,,336043,
418357,,,160179,
418409,,,2116326,
418427,,,358954,
418445,,,23939,
418454,,,1294783,
418481,,,251782,
418506,,,144104,
418515,,,543537,
418524,,,469557,
418533,2912423,1168555,2101650,
418542,,,156197,
418560,,,883869,
418588,,,499070,
418603,,,49946,
418612,,,115300,
418676,,,2910,
419031,,,19732,
419095,,,234720,
419226,,,3205833,
419332,,,199232,
419420,,,304202,
419484,,,363253,
420398,,,14954059,
420431,1849174,1472670,1488202,
420440,4379951,936973,1718,930337
420468,,,4727799,
420538,8233829,1209224,1436110,
420556,7841746,2259833,1251913,188034
420723,5200012,1014800,987394,
420802,1347716,0,0,
421540,,,153053,
421559,,,128052,
421717,,,68331,
423652,2585875,2176816,1553715,
427991,,,1711066,
428019,,,308000,
428392,8826644,1409406,3755441,140883
428426,290844725,29792678,0,
430643,,,15435,
430795,,,758861,
430883,,,8726,
430908,,,712166,
430971,,,721539,
431017,,,98045,
431105,,,663825,
431169,,,507549,
431187,,,159201,
431196,,,1259099,
431202,,,258569,
431266,,,16253,
431275,,,133028,
431558,,,922456,
431691,,,387612,
431707,,,143019,
431716,,,1890013,
431770,,,607116,
431877,,,198963,
432144,289659492,31939074,0,
433040,,,315106,
433068,,,622395,
433138,,,755763,
433174,1481010,57346,3075601,
433660,67714264,19872309,53068466,54275447
434061,18377237,2857395,6856817,115207
434584,8510173,1586008,367814,3410778
434672,32049634,23443468,62413126,4554990
435000,245106984,33141762,12170250,153776823
436304,1729368,921496,3815236,300553
437103,23345540,2683872,15971997,296485
438665,222079430,30330346,2477122,168054
438708,2561514,531446,876894,
439145,11723838,2986509,5038419,92035
439154,16621401,5583007,0,682266
439190,15373169,2819168,7013888,506969
439622,,,2121514,
440217,,,115613,
440402,6084467,1528322,2974865,1237553
440730,,,2163393,
440916,3665471,964096,8758147,1654607
441070,1173905,507842,53832,117454
441210,,,970035,
441317,,,203362,
441335,,,233320,
441353,,,25650,
441414,,,140052,
441593,,,356629,
441672,,,67570,
441760,18382475,8490952,9559898,2591052
441894,,,66600,
441900,10671000,3591000,7851000,569437
441937,45005234,25243998,24363890,6703548
443368,45535914,10861550,344188,
443492,11261643,4164380,4760646,
443711,19872222,32141813,0,
444219,,,3757714,
444954,7061497,3705212,3940353,
445018,3468428,2939541,3090138,70580
445188,,,52907000,6914000
445674,3326970,3445312,1339262,50000
446206,,,218790,
446349,,,1501,
446774,8115922,3528384,4512770,
446978,1891743,4747425,0,
447582,5039297,3287088,3794381,
447689,15231055,7232460,27400777,
448248,,,1787428,
448336,293346,228974,0,
448594,,,963496,
448637,113993782,9879195,0,1010335
448840,41102639,2070430,23758432,16092679
449357,,,1181721,
449816,,,493215,
451459,,,522443,
451583,,,339769,
451671,18484392,772955,8718800,7141738
452106,,,97250,
455114,48243638,5258876,20236626,1026409
455512,4881391,7427193,485475,
456959,0,1086785,5961682,505184
457378,,,406460,
457387,,,535873,
457615,,,174196,
457624,,,292140,
457873,,,774648,
457943,,,523151,
457989,,,187540,
459329,,,117293,
459408,,,400456,
460394,32561427,11312156,3511765,1289862
460464,32853871,11413754,3543305,1301446
460604,,,106820,
460808,,,23675,
461087,,,0,
461245,,,296495,
461306,,,170805,
461315,641431,195849,218010,
461634,,,112511,
475565,2302999,1480750,108706,15000000
476975,18291358,3325941,34683974,
480967,3469000,243000,0,
481021,,,624463,
481049,,,56012,
481182,,,117200,
481191,,,952070,
482149,118061072,123132038,72453759,172028311
482158,22695556,6230727,19460951,11703089
482680,34573091,11481457,51993872,26434620
482699,6117666,2152928,2947699,286240
483036,14487878,5559616,10114054,882692
483045,6042046,3773146,6073854,
483212,7178504,1592100,4635074,422912
